Employee ID,Department,Role,Salary,Experience (Years),Location,Date of Joining
111592,Human Resources,HR Manager,33508,25,West Ricky,06-03-1999
111593,Medical Records & Health Information Management,Medical Records Clerk,34441,6,New Prestonmouth,22-02-2025
111594,IT & Informatics,IT Support Specialist,98912,22,Lake Cassandraside,07-09-1996
111595,Medical Records & Health Information Management,Health Information Technician,67826,33,North Damonchester,03-08-2002
111596,Human Resources,Training Coordinator,97497,23,Jeffborough,08-05-2023
111597,Facilities Management,Janitorial Staff,52111,33,Lake Leslie,16-02-2019
111598,Human Resources,Training Coordinator,39888,16,East Glennbury,20-10-1997
111599,IT & Informatics,Healthcare Data Analyst,88514,32,East Jamesport,04-01-2010
111600,Facilities Management,Security Officer,90106,7,Adamsburgh,05-05-2015
111601,Facilities Management,Janitorial Staff,97295,20,Latashaberg,21-04-2013
111602,Billing & Insurance,Billing Specialist,65844,24,Frenchmouth,10-11-2018
111603,Facilities Management,Security Officer,88134,24,Janicebury,15-06-2003
111604,Billing & Insurance,Insurance Coordinator,43579,14,Andersonstad,07-03-2012
111605,Facilities Management,Security Officer,89446,25,Quinnland,02-09-2016
111606,Human Resources,Recruitment Specialist,95134,5,South Carrie,14-01-2000
111607,Medical Records & Health Information Management,Health Information Technician,48970,19,Lynchmouth,20-06-2021
111608,Human Resources,Training Coordinator,78416,22,Port Paulastad,06-03-2005
111609,Human Resources,HR Manager,94657,2,Alexanderbury,30-03-2006
111610,IT & Informatics,Healthcare Data Analyst,61616,30,Markport,04-01-1998
111611,IT & Informatics,Healthcare Data Analyst,63943,20,Anthonyfort,26-11-1997
111612,Facilities Management,Janitorial Staff,96952,3,Morrisonchester,05-01-2025
111613,Billing & Insurance,Billing Specialist,51998,2,Hutchinsonshire,28-07-2002
111614,Medical Records & Health Information Management,Data Entry Specialist,91129,10,Desireemouth,11-02-1996
111615,IT & Informatics,System Administrator,58547,6,West Nicole,24-01-2021
111616,Billing & Insurance,Billing Specialist,70130,12,Johnville,07-12-1998
111617,Facilities Management,Security Officer,92774,25,New April,30-01-1999
111618,Human Resources,Recruitment Specialist,77883,9,West Allen,08-06-2016
111619,Medical Records & Health Information Management,Data Entry Specialist,69547,8,Stevenhaven,01-08-2020
111620,Billing & Insurance,Insurance Coordinator,75998,6,North Tyroneton,08-09-2024
111621,Human Resources,HR Manager,93266,29,Jenniferville,17-08-2003
111622,Facilities Management,Maintenance Supervisor,65538,10,Port Cynthiaborough,24-04-2021
111623,Billing & Insurance,Billing Specialist,70429,2,Julietown,18-12-2024
111624,Medical Records & Health Information Management,Health Information Technician,86800,14,East Jacqueline,12-06-2020
111625,IT & Informatics,IT Support Specialist,84986,7,Petertown,28-09-2018
111626,Medical Records & Health Information Management,Data Entry Specialist,61142,6,New Brittneyside,05-07-1997
111627,Billing & Insurance,Medical Coder,45828,6,Brendafort,04-02-2023
111628,Facilities Management,Janitorial Staff,51595,22,Williamsmouth,06-11-2002
111629,Facilities Management,Janitorial Staff,89343,35,Davidberg,09-12-2016
111630,IT & Informatics,System Administrator,81828,17,South Ruthborough,29-12-1999
111631,Billing & Insurance,Medical Coder,49675,20,New Alishaburgh,27-09-2014
111632,Billing & Insurance,Billing Specialist,69337,16,Martinchester,07-05-2005
111633,Medical Records & Health Information Management,Health Information Technician,72889,8,North Teresa,30-04-2009
111634,Facilities Management,Janitorial Staff,47931,27,West Anthonyhaven,17-03-2014
111635,Billing & Insurance,Insurance Coordinator,85941,16,Ryanberg,20-07-2023
111636,Facilities Management,Janitorial Staff,31736,4,Dylanland,10-09-1998
111637,Human Resources,HR Manager,31596,33,Port Stephenport,01-10-1999
111638,IT & Informatics,System Administrator,40683,33,North Samantha,09-12-1999
111639,Human Resources,Training Coordinator,63982,15,Fryport,31-01-2015
111640,Billing & Insurance,Insurance Coordinator,37638,2,Lake Kathryn,28-09-2024
111641,IT & Informatics,IT Support Specialist,55424,6,Leonardside,17-10-2011
111642,Billing & Insurance,Billing Specialist,92048,5,Jonmouth,14-07-2016
111643,Human Resources,Recruitment Specialist,65563,1,Davidtown,14-05-2022
111644,IT & Informatics,IT Support Specialist,89542,26,Keithmouth,02-01-2008
111645,Medical Records & Health Information Management,Health Information Technician,49469,28,Cortezstad,24-01-2017
111646,Human Resources,Recruitment Specialist,82542,1,Maxwellshire,26-12-1997
111647,Medical Records & Health Information Management,Data Entry Specialist,65339,26,Harriston,06-05-2005
111648,Human Resources,Recruitment Specialist,32238,23,Craigberg,05-04-2013
111649,Billing & Insurance,Medical Coder,87049,19,West William,16-06-2023
111650,Medical Records & Health Information Management,Data Entry Specialist,58833,32,Lake Deannaville,17-02-2011
111651,Billing & Insurance,Billing Specialist,83175,15,North Christopherburgh,28-03-2015
111652,IT & Informatics,Healthcare Data Analyst,32274,7,Jeremyport,22-09-2017
111653,Medical Records & Health Information Management,Health Information Technician,97502,13,Floresstad,03-09-2018
111654,Billing & Insurance,Insurance Coordinator,70924,10,South Taraside,06-12-2006
111655,Human Resources,HR Manager,93374,21,Tracystad,16-12-2020
111656,Billing & Insurance,Medical Coder,32417,28,South Lanceport,24-05-2018
111657,IT & Informatics,System Administrator,51280,14,North Diana,06-12-2001
111658,Human Resources,Recruitment Specialist,63091,11,Moralesberg,29-11-2022
111659,Billing & Insurance,Medical Coder,85808,21,Port Cherylborough,10-06-2015
111660,Human Resources,HR Manager,96563,18,South Amy,25-09-2007
111661,IT & Informatics,System Administrator,30244,17,New Thomasburgh,23-09-2022
111662,Facilities Management,Security Officer,62927,24,West Kelly,21-02-2016
111663,IT & Informatics,IT Support Specialist,86595,2,Port Crystal,21-10-2016
111664,IT & Informatics,System Administrator,99081,7,North Tinaton,14-01-2015
111665,Facilities Management,Maintenance Supervisor,88132,1,Hodgebury,29-12-1996
111666,Facilities Management,Janitorial Staff,59451,13,East Christopher,10-11-2005
111667,Medical Records & Health Information Management,Data Entry Specialist,74611,24,Oliverbury,21-04-2013
111668,Facilities Management,Janitorial Staff,95426,27,Clementschester,03-03-2022
111669,IT & Informatics,Healthcare Data Analyst,36046,17,Carriemouth,14-01-2003
111670,Billing & Insurance,Billing Specialist,48283,21,North Robertton,12-10-1999
111671,Human Resources,Training Coordinator,30354,15,Mccoyborough,16-11-2003
111672,Human Resources,HR Manager,34626,9,New Ericton,31-12-2006
111673,Billing & Insurance,Insurance Coordinator,68297,31,Jenniferland,15-11-1996
111674,Medical Records & Health Information Management,Health Information Technician,43866,28,Mckeeville,07-04-2014
111675,Human Resources,Training Coordinator,67886,2,Elizabethview,11-12-2000
111676,Facilities Management,Security Officer,53941,1,South Scott,17-04-2012
111677,IT & Informatics,IT Support Specialist,36805,14,Jenniferhaven,14-03-2022
111678,Human Resources,Recruitment Specialist,51117,35,Lake Madison,07-10-2010
111679,IT & Informatics,System Administrator,88204,14,Barnesfort,03-09-2020
111680,Facilities Management,Janitorial Staff,36205,6,East Elizabeth,23-07-1998
111681,Human Resources,Recruitment Specialist,57134,18,Lake Jennifer,09-07-2011
111682,IT & Informatics,Healthcare Data Analyst,40869,7,Brandonside,19-12-2017
111683,Human Resources,Training Coordinator,71437,8,West Roberthaven,10-06-2004
111684,Human Resources,HR Manager,37598,13,New Karenshire,20-03-2020
111685,Facilities Management,Janitorial Staff,55673,15,North Kelly,29-06-2010
111686,Facilities Management,Maintenance Supervisor,87554,1,West Jaclyn,29-03-2004
111687,Medical Records & Health Information Management,Health Information Technician,74230,26,West Barbara,08-06-2002
111688,Facilities Management,Maintenance Supervisor,83422,25,Byrdshire,03-10-2020
111689,IT & Informatics,System Administrator,31365,8,Sarahburgh,25-05-2019
111690,IT & Informatics,System Administrator,95555,9,East April,21-08-2016
111691,Billing & Insurance,Billing Specialist,93745,33,Port Gregory,20-12-1996
111692,Facilities Management,Maintenance Supervisor,66626,8,Lake Maryhaven,20-04-2017
111693,IT & Informatics,System Administrator,49174,8,Lake Stacy,10-01-2022
111694,IT & Informatics,Healthcare Data Analyst,60795,30,West Nicole,07-08-2022
111695,Facilities Management,Security Officer,88188,26,North Jeffrey,08-02-2022
111696,Facilities Management,Janitorial Staff,60233,16,Francoton,26-01-2009
111697,Medical Records & Health Information Management,Medical Records Clerk,91520,15,Bartonbury,26-01-2001
111698,Billing & Insurance,Insurance Coordinator,85805,20,Port Ashley,08-08-2003
111699,Billing & Insurance,Medical Coder,85059,31,New Tyler,03-02-2017
111700,Medical Records & Health Information Management,Health Information Technician,64350,16,Morrisfort,04-08-1997
111701,Facilities Management,Janitorial Staff,89310,17,Reneefort,13-01-1999
111702,Billing & Insurance,Billing Specialist,56836,22,Conniechester,10-01-2017
111703,Facilities Management,Maintenance Supervisor,92055,27,Hillbury,03-10-2007
111704,Facilities Management,Security Officer,43914,28,Gregoryborough,15-11-2017
111705,Facilities Management,Janitorial Staff,57670,18,Bennettshire,19-12-2017
111706,IT & Informatics,IT Support Specialist,91372,26,North Rachael,01-02-2018
111707,IT & Informatics,IT Support Specialist,79297,23,East Derrick,20-07-2023
111708,Facilities Management,Security Officer,30155,2,Reneehaven,07-09-2017
111709,Facilities Management,Maintenance Supervisor,61637,1,New Maxwell,08-12-2001
111710,Medical Records & Health Information Management,Medical Records Clerk,86711,15,Wendymouth,04-05-2020
111711,Facilities Management,Security Officer,47486,4,Linbury,26-09-2010
111712,Medical Records & Health Information Management,Data Entry Specialist,39555,26,West Dustinhaven,07-08-2022
111713,Human Resources,Training Coordinator,62782,21,North Michaelmouth,08-10-2002
111714,Medical Records & Health Information Management,Health Information Technician,69957,23,Wallside,08-12-2018
111715,IT & Informatics,IT Support Specialist,61902,11,Watsonmouth,28-08-2011
111716,Medical Records & Health Information Management,Medical Records Clerk,90188,7,Patriciaton,24-09-2018
111717,Billing & Insurance,Insurance Coordinator,63780,4,Nicholasport,05-09-2009
111718,Facilities Management,Janitorial Staff,31092,8,Saraside,24-11-2015
111719,Human Resources,Recruitment Specialist,96470,13,Nicholasport,01-03-2012
111720,Human Resources,HR Manager,62531,17,Lake Albert,30-07-2000
111721,IT & Informatics,System Administrator,71267,5,Port Elijah,28-05-1996
111722,Human Resources,HR Manager,52978,23,West Adam,24-03-2006
111723,Human Resources,HR Manager,64015,9,Lopezville,15-08-2013
111724,Billing & Insurance,Insurance Coordinator,91696,13,North Marilyn,19-05-2015
111725,Billing & Insurance,Billing Specialist,83796,14,West Kathleen,03-03-2000
111726,Medical Records & Health Information Management,Medical Records Clerk,76240,34,Kempside,31-05-2015
111727,Medical Records & Health Information Management,Health Information Technician,84235,14,Markchester,19-04-2009
111728,Facilities Management,Maintenance Supervisor,45909,17,Lake Johnny,27-09-2024
111729,Facilities Management,Maintenance Supervisor,96817,14,Rebeccachester,01-09-2017
111730,Facilities Management,Maintenance Supervisor,84911,35,Turnerton,29-06-2014
111731,Billing & Insurance,Billing Specialist,99843,33,Suarezburgh,24-08-2012
111732,Medical Records & Health Information Management,Health Information Technician,34068,31,Port Tanyashire,06-10-1995
111733,Billing & Insurance,Billing Specialist,30656,26,North Kathleen,01-01-2000
111734,Billing & Insurance,Medical Coder,54416,18,Lake Brandonberg,20-07-2013
111735,Billing & Insurance,Medical Coder,71949,4,Barnesport,21-09-2010
111736,Human Resources,Recruitment Specialist,90312,23,North Connieland,09-03-2012
111737,Human Resources,Training Coordinator,81960,1,Christinabury,31-12-1997
111738,IT & Informatics,Healthcare Data Analyst,34340,14,Fernandoburgh,20-08-2004
111739,Facilities Management,Janitorial Staff,91633,12,Shannonfort,30-03-2000
111740,Facilities Management,Maintenance Supervisor,48504,29,Velezshire,16-07-1999
111741,IT & Informatics,IT Support Specialist,73551,2,East David,03-07-2011
111742,IT & Informatics,IT Support Specialist,44451,11,Lake Alexandraburgh,18-07-2022
111743,Billing & Insurance,Billing Specialist,38787,3,Faulknerport,23-04-2007
111744,Human Resources,Training Coordinator,41297,10,Johnsonmouth,24-09-2005
111745,Billing & Insurance,Insurance Coordinator,70417,16,East Jessicaland,19-09-1998
111746,Billing & Insurance,Billing Specialist,57599,21,Davismouth,04-11-2000
111747,IT & Informatics,Healthcare Data Analyst,74327,11,Lake William,10-03-2005
111748,Medical Records & Health Information Management,Medical Records Clerk,75181,5,West Joelchester,09-01-1998
111749,Human Resources,HR Manager,97382,32,North Deanton,28-05-1997
111750,IT & Informatics,IT Support Specialist,37210,26,South Angelaland,13-06-2022
111751,Medical Records & Health Information Management,Data Entry Specialist,55451,16,North Robinshire,08-12-1995
111752,Billing & Insurance,Medical Coder,31527,21,Johnbury,29-07-1998
111753,Facilities Management,Janitorial Staff,53579,2,Patelside,20-09-2021
111754,Human Resources,Training Coordinator,80678,33,Wileyburgh,18-11-2021
111755,Human Resources,HR Manager,76380,19,Thompsonview,18-05-2020
111756,IT & Informatics,System Administrator,55550,17,North Brian,11-12-2009
111757,Billing & Insurance,Billing Specialist,32084,18,Scottfort,28-10-2013
111758,IT & Informatics,IT Support Specialist,40835,26,Angelaside,22-04-2016
111759,Medical Records & Health Information Management,Data Entry Specialist,41444,23,Poolefurt,30-09-2013
111760,Facilities Management,Janitorial Staff,84665,12,Bethmouth,17-03-2020
111761,Facilities Management,Janitorial Staff,41154,15,North Michaelton,03-09-2018
111762,Facilities Management,Security Officer,39235,6,Deckermouth,10-03-2019
111763,Facilities Management,Security Officer,89349,19,Craneshire,11-11-2004
111764,Billing & Insurance,Medical Coder,95535,3,West Hayleyside,11-11-2023
111765,Human Resources,Recruitment Specialist,89713,25,Oconnorport,07-04-2023
111766,Human Resources,Training Coordinator,40930,3,Gilbertton,09-06-2012
